"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
200,9731.32729,36917.82565,81.91468,706.2456,160.17182,24.0997,16.03961
200,10034.11994,37877.86,116.24303,4579.49168,180.98292,36.15301,7.31125
200,10122.92272,50228.11907,192.12178,2992.34329,141.78338,20.30093,16.57009
200,10027.71069,12461.61076,570.59895,82272.67345,0.47063,34.04928,8.84453
200,10210.40504,46996.96671,148.51582,3154.40979,166.64312,32.66299,15.067
200,10263.90866,13269.4481,124.51025,6610.7373,180.97928,37.65998,6.07076
200,10317.0041,50881.7663,201.59698,9862.68283,164.06323,59.92407,15.90202
200,10421.77349,51122.11422,225.65707,13194.13437,162.71581,64.67458,16.01396
200,10593.51639,11925.98727,95.35112,1041.81094,192.82984,36.17682,21.31656
200,10716.93955,805.38165,143.31589,4055.77309,157.65627,29.7435,10.12711
200,10657.61398,47823.22295,137.82007,3352.48968,164.53529,34.50102,12.97943
200,10820.44058,10087.50632,257.14536,7262.16278,148.33212,26.547,15.77033
200,10927.51078,50607.58873,122.00796,1665.49865,187.47881,26.63002,15.94915
200,10969.31936,9214.19411,151.68097,9466.51111,184.86666,42.9913,7.00572
200,10976.11644,43881.93766,91.57903,808.51162,149.71157,22.32422,16.02739
200,11058.65926,1470.03553,95.88607,967.10769,167.54267,27.77817,17.98939
200,11083.55043,11464.32963,210.54503,7715.45976,179.58074,52.8199,19.50175
200,11078.07089,11319.45434,289.84519,18673.53452,121.68562,47.72409,13.82115
200,11158.28723,42795.1646,104.36819,1081.20034,147.92224,19.07744,13.31999
200,11310.74309,47609.92281,113.87747,2437.86193,151.3176,23.31274,8.64639
200,11350.26764,52545.64015,125.92051,2437.08575,174.5816,25.43257,11.23479
200,11528.64867,10207.34289,131.56099,4050.26544,175.15737,38.02915,10.84725
200,11509.26493,3977.3359,134.5528,5369.17939,171.16099,39.49129,8.92561
200,11577.3029,10702.35916,97.74746,2020.44957,185.77352,35.22053,11.397
200,11513.96351,44448.16714,127.28139,3636.0679,149.39971,24.45422,7.57988
200,11625.88055,3182.32517,115.01153,2647.71613,149.54244,23.98022,8.35009
200,11460.46105,11352.09482,278.84219,8498.57632,132.5586,37.94785,22.26033
200,11684.14594,5094.41494,181.24598,9111.01101,175.01689,51.81951,12.15703
200,11744.74807,9268.23682,106.30201,1673.07909,166.87959,27.27141,12.57228
200,11834.38429,7761.76218,140.07262,2573.73358,159.83174,24.53267,12.57555
200,11866.02064,6808.89071,111.86606,2720.87186,179.27276,32.62331,10.20829
200,11881.72983,42691.76263,124.88248,1988.12732,156.27071,24.73222,13.10724
200,12007.74678,8394.59035,111.3831,1705.011,166.44057,27.42948,13.52802
200,12194.37456,5972.24181,136.01226,4419.03704,174.33157,33.82996,9.52083
200,12226.30073,44982.78336,130.30313,1358.50006,143.72017,20.96468,17.56764
200,12272.73581,52023.13529,152.59713,2542.3607,190.34217,29.38528,17.70701
200,12255.83857,6493.54487,69.21382,549.97095,198.76907,36.94179,22.77404
200,12383.61508,8622.58979,121.32801,1566.2993,163.61933,27.36233,17.18604
200,12528.13489,5907.6392,233.35509,6538.96665,148.31793,30.97493,16.75418
201,4600.31758,35575.39128,40.31158,343.557,207.00471,20.75215,8.79072
201,5479.68526,46063.07114,155.99302,2164.50597,202.92835,26.476,19.56566
201,5383.29763,18386.13572,189.39389,3676.579,213.2582,27.23351,17.3874
201,5738.32135,565.06453,105.30142,2015.59367,240.05432,29.34874,11.05423
201,5797.7419,4258.58501,233.12314,13824.66073,192.17753,36.90563,9.53938
201,5883.26875,7906.40223,162.89896,2947.48566,265.81023,40.59016,23.69231
201,5834.23154,12206.17938,137.27385,3797.20302,257.64258,35.13015,11.61242
201,5723.62595,15837.3837,204.48365,4569.51201,214.70532,28.41935,16.97357
201,5785.38074,35441.22705,122.76365,1855.70369,217.78559,30.42815,16.47259
201,5830.15447,42358.93148,111.03119,1495.88634,209.44592,22.11919,12.51109
201,5847.53845,5342.9807,147.62776,5122.88191,274.75332,38.5871,10.88343
201,5960.33949,6460.84025,156.75225,2202.03556,253.57889,35.64339,25.84262
201,5889.6175,7903.56365,184.813,4639.82366,242.60529,34.53787,16.56892
201,5966.61948,10239.82225,178.04889,6634.80154,250.0188,37.95733,11.90726
201,5962.76194,33668.12442,104.50466,1628.84435,209.87425,26.07369,11.99602
201,6020.92803,43054.02689,104.62965,4081.50516,227.0463,34.80165,6.50871
201,5992.57261,44737.14865,137.13381,3612.22691,202.74627,28.52858,10.03208
201,6009.37154,46077.82536,116.86381,6302.6474,226.92718,44.51268,6.57598
201,6116.90386,21936.30754,199.01133,4634.12773,192.78433,26.09716,14.6734
201,6197.41486,2671.42557,120.67036,8482.30523,218.86975,36.26734,4.3968
201,6235.48535,13220.24676,127.42928,4408.27598,247.39038,30.75493,7.75688
201,6194.62496,25743.97457,124.80164,4113.2146,196.7275,29.25459,7.62456
201,6230.66419,37695.26435,116.88712,3845.12486,229.02028,43.44212,10.35721
201,6287.27946,40399.01087,134.73264,10665.06637,203.0459,48.24971,5.56948
201,6286.64388,41851.72127,111.7022,3077.94861,208.78982,28.9153,8.11055
201,6254.68226,46499.65939,114.78391,2325.96629,245.16717,56.84323,21.23189
201,6312.01894,47812.60647,121.64169,1560.90928,208.1517,31.35674,19.72594
201,6359.90192,2046.67575,120.89324,4238.20842,224.88257,37.36729,8.72302
201,6351.39699,38142.17443,150.9457,5857.3906,212.7393,37.09388,9.61066
201,6438.60171,8817.51277,135.7858,3808.40309,247.478,30.61784,9.98807
201,6515.408,7160.41975,164.69896,5464.64075,259.34906,47.6708,15.40204
201,6610.72735,11534.55611,161.5976,6346.46479,245.66596,52.35231,14.03137
201,6514.52567,37135.43021,114.95454,3637.37834,219.41795,32.20009,8.03339
201,6592.71581,6401.24846,118.28104,3365.76891,256.79127,43.33049,12.02532
201,6641.41992,8279.77379,126.89644,5841.18947,262.07874,31.1384,5.97162
201,6628.75877,14226.77708,128.77095,5450.40295,238.93718,39.01979,8.01633
201,6622.39281,39304.25135,114.66253,3430.01212,204.84291,29.67451,7.85648
201,6744.1373,15493.53446,186.55282,5197.87433,214.28005,34.90606,15.25294
201,6713.8557,19577.56204,126.40617,2954.06763,192.80881,26.21534,9.6817
201,6831.33243,34557.57465,185.25203,2572.20871,203.05247,29.19651,25.25024
201,6793.45589,47643.68575,112.98953,2708.32116,227.07308,27.26633,8.86988
201,6751.03128,50753.53014,163.27789,5855.75328,249.41076,37.32643,11.21846
201,6764.84868,3682.44551,163.52532,2413.57672,199.15485,22.41551,16.46436
201,6864.871,4606.47215,104.00216,2425.70159,232.87954,28.35056,8.77392
201,6821.40011,11078.47585,107.68393,4733.24246,274.42603,46.53043,7.75665
201,6802.44922,49645.28811,124.0373,6340.3087,240.75828,37.83665,6.29799
201,6754.24515,11532.96853,204.95028,6640.45855,255.18779,55.45998,22.50684
201,6878.44711,28866.05118,138.39011,4341.69383,191.66006,30.32287,9.04837
201,6877.50608,35601.95169,99.56922,2014.19459,223.27348,28.28252,9.65695
201,7112.43739,5777.39135,265.73488,8415.9615,192.91379,42.98459,23.0858
201,7010.11724,6357.21723,63.80215,843.23892,310.29593,65.0385,22.46103
201,6681.06598,8294.74824,146.56628,6312.82529,246.8595,43.77901,9.87125
201,7066.93425,13412.91399,163.42327,6240.12032,292.90285,51.57952,14.37056
201,7117.56151,37701.0808,181.60892,2738.43066,230.26691,40.14496,31.12588
201,7033.8086,43569.40971,128.4443,5042.87375,270.94037,35.65689,7.91495
201,7164.77622,51375.62528,263.38758,14015.47001,216.98138,63.90716,20.18654
201,7133.82785,2407.5561,110.67132,3686.07096,215.26111,31.13138,7.18276
201,7071.27446,6464.40118,188.33938,5036.8837,248.97728,54.15579,24.50879
201,7231.75118,16002.35707,160.78848,7433.89469,240.35891,45.91653,10.50364
201,7238.70941,34137.57146,77.41915,1248.78685,243.10608,28.36402,9.75315
201,7286.73867,6031.64555,82.89825,1368.28166,283.73029,47.31532,16.33164
201,7355.37769,12757.044,154.23727,4728.28109,273.56515,43.90969,14.45979
201,7278.046,32483.16887,107.3488,5604.4562,260.58679,45.61217,6.4377
201,7334.57497,36773.84539,132.23068,2482.31701,252.17124,35.30677,16.43906
201,7344.55411,50800.0083,126.31439,5790.76881,270.69468,47.57761,8.7689
201,7258.72608,51296.79806,143.21652,5791.57087,270.40309,61.5577,14.23558
201,7377.66388,22093.76862,111.58961,2671.76361,194.04364,20.73257,6.9267
201,7403.29536,27691.00416,115.36662,1299.45297,184.40637,21.55686,15.00293
201,7413.69776,52515.96331,105.27151,3559.11153,246.47756,40.03276,8.51753
201,7437.67708,37843.58051,103.05838,3383.27487,240.85377,32.2211,7.06127
201,7546.83193,13449.78886,260.07152,11818.92268,274.08031,48.30345,17.73797
201,7569.78128,35378.82595,134.00565,1805.1091,220.97035,27.12221,17.90221
201,7603.72753,49683.92567,154.88789,2787.77038,241.60036,29.54779,16.74016
201,7646.721,11558.88286,64.61753,887.62749,288.99198,32.0016,11.05202
201,7566.41156,13439.1257,226.91485,9130.25192,280.90226,44.86396,16.31881
201,7663.87056,36014.58872,89.72971,729.7283,243.83586,29.48533,22.192
201,7705.5187,7851.52363,158.43076,2765.95973,226.39952,28.84965,17.21722
201,7822.15663,16904.00184,253.30786,9041.43173,192.75047,31.94133,14.74048
201,7722.30472,19408.28563,110.14369,1950.58296,206.80645,32.92955,13.80298
201,7732.1922,33408.5713,174.1259,6724.53876,235.79651,53.84618,15.73177
201,7721.81975,1979.26422,282.17371,8967.2595,179.25149,27.71291,16.00371
201,7809.68949,12255.04747,162.09592,4478.20795,284.80093,47.12258,17.96332
201,7797.70072,32058.50652,120.90047,4562.83237,213.4126,34.42093,7.5426
201,7838.9096,2878.48125,93.91077,1014.89935,206.98896,21.87433,13.23324
201,7893.13727,18951.10209,127.64929,3361.86899,198.85686,29.20291,9.60994
201,7932.24392,30781.93155,104.88474,1754.10138,196.36972,23.15615,10.10497
201,8100.50103,51011.09758,230.20611,19854.75382,200.28479,62.92225,10.84374
201,8032.13672,13938.11285,127.1888,1727.60426,239.56958,36.26883,22.35475
201,8121.5728,52072.19394,150.45987,3747.13536,261.70995,40.06802,15.86139
201,8189.76603,15709.07348,143.49381,4221.98406,211.64455,29.48045,9.68905
201,8050.74919,16857.82882,192.78642,4124.10262,220.14519,29.16988,17.16756
201,8162.33873,50014.32914,130.63927,1943.48977,268.06514,39.2637,22.62478
201,8186.55114,32625.22206,257.24246,6914.4934,198.81827,36.34688,22.34405
201,8298.64723,33169.09918,140.51522,5296.55977,255.09691,61.47669,14.96834
201,8505.2888,38665.31117,211.36029,5294.9372,197.52038,29.5753,16.27433
201,8424.76474,12853.33976,103.06602,2659.09781,348.86501,64.05767,17.05186
201,8484.13043,38658.37397,192.21054,4788.16703,193.39429,30.99625,15.63402
201,8413.89585,41573.69846,115.57971,1694.65921,231.47884,27.85517,14.78639
201,8301.5175,50945.62882,196.0835,6978.62248,329.80813,67.06608,23.67802
201,8511.44018,37893.95344,66.95103,616.56977,222.94034,28.44335,14.96755
201,8409.15322,50741.50268,385.43676,24652.88178,229.43033,46.31236,17.84233
201,8756.92803,19181.20586,110.03985,2027.13806,192.90476,29.79542,12.08881
201,8748.15686,20071.36806,117.63981,3750.90908,215.95141,29.80914,7.5946
201,8828.51149,13105.49802,101.27494,2713.79757,330.14843,61.9012,15.64082
201,8836.62963,36382.01027,109.80748,1477.8484,211.26138,24.64806,13.69588
201,8880.95524,37224.93438,122.36207,2896.30736,227.55377,29.90477,10.47371
201,9015.77038,40587.79803,97.43841,1187.36756,220.78355,26.58291,14.5675
201,8879.24263,12965.25839,612.04233,152646.57804,11.5344,52.00945,8.2653
201,9012.9974,41492.4465,110.07997,1197.877,229.27743,28.10218,19.07421
201,9104.94896,50990.27557,139.76259,5996.70779,281.34948,44.80386,9.69234
201,9206.971,16656.6826,140.82182,10703.18166,215.51141,50.08844,6.23525
201,9390.27868,17266.0174,96.67183,1212.73449,225.67215,29.628,15.57384
201,9455.95592,37613.16664,113.76774,1662.3407,226.80851,31.27613,16.31598
201,9529.60357,13132.91963,245.41716,7865.48433,189.32077,31.30777,15.58248
201,9730.81972,39044.86557,130.41197,4438.09956,190.03487,24.57242,6.6066
201,9852.29522,40046.96997,131.07356,4259.97052,192.13949,27.44604,7.62448
201,9939.32878,50735.54338,103.09186,1110.00528,263.69972,31.33422,20.17188
201,10031.05015,37870.06725,116.51568,4373.80355,228.18118,34.06402,7.26985
201,10253.64215,12523.81625,115.78471,1854.15553,224.05131,29.79036,14.48135
201,10268.03538,13259.24002,121.31728,5952.39443,219.21859,40.01698,6.75304
201,10351.34395,51351.3409,121.75831,2498.64132,256.00957,41.23549,16.20875
201,10429.88069,11964.73529,140.9299,2480.16123,223.07645,27.65564,14.7315
201,10439.46847,49729.77979,174.61401,5397.64238,199.12469,29.8233,11.18468
201,10583.60863,11087.07572,186.71572,4388.72197,230.31524,33.15004,17.15812
201,10618.31148,42306.46517,169.77817,6028.35845,185.71758,36.34306,11.45696
201,10635.43268,42357.11858,167.12788,4694.79163,198.94304,36.26301,14.14637
201,10701.19155,47840.4068,132.11251,6635.26507,231.16731,37.08854,6.6529
201,11000.22674,695.74776,109.27685,1530.79115,208.77286,26.94343,14.25175
201,10940.20127,10942.11789,207.27559,5517.67711,209.06524,30.48358,15.49626
201,10863.22731,11133.34968,298.33829,12027.34357,191.91879,35.65437,17.00927
201,10963.34905,44848.04697,120.86038,2009.22558,201.51113,24.61436,12.15828
201,11034.71923,50228.38171,131.28174,2096.35925,223.05423,31.9328,17.37959
201,11058.78833,2782.16834,129.51878,2124.22245,216.68634,34.74103,18.12487
201,11140.19633,8155.28336,130.88294,3495.80237,264.35847,39.38016,12.80829
201,11217.21327,10155.10788,123.67668,3438.54635,197.00538,28.26536,8.6162
201,11352.45086,43176.69882,136.92941,3518.48519,191.63114,29.20886,10.48257
201,11450.32888,6391.84651,145.2617,3377.68287,264.9521,36.09361,14.8575
201,11502.76353,42573.42031,211.57265,6616.31096,177.7032,35.30123,15.52369
201,11420.14553,1757.43338,150.57383,3369.51888,180.33078,22.19331,10.16486
201,11549.64713,5133.05409,100.0437,2221.33884,209.48729,25.63176,8.12902
201,11501.02714,42593.91499,190.634,4412.77072,201.41087,40.86336,21.72791
201,11674.47684,3715.75993,185.73608,4843.21918,178.38604,27.5148,12.95261
201,11751.31716,8736.91513,163.81256,3990.43531,219.07594,32.53995,14.3948
201,11747.53811,46498.23954,93.08859,1680.91961,193.27041,24.7033,8.99845
201,11716.3758,6421.51975,368.12823,35576.43577,106.27521,50.00387,12.25119
201,11996.46497,4351.89629,134.02052,4840.61893,209.01689,34.5293,8.64866
201,11798.30184,6369.71577,211.65978,7246.69018,221.07466,42.55131,16.99655
201,12326.91494,8667.6299,172.16595,2518.38671,199.33569,28.11647,21.58737
201,12417.34039,44785.58486,117.34383,1035.70666,193.37273,21.57872,19.29027
201,12510.47257,6432.8627,93.66363,1375.69359,205.14543,26.9241,11.90372
202,5179.22803,12509.50224,77.17013,690.01037,174.37167,27.76618,16.84213
202,5709.14917,3951.46915,164.86682,2601.55428,175.3609,35.70474,24.21277
202,5678.71679,25981.37038,131.31025,3022.28467,138.89922,29.09309,11.17668
202,5735.48534,48642.72005,74.12982,834.59558,140.13636,25.54587,12.07942
202,5785.38377,38158.03194,108.80385,973.08082,145.93369,26.46849,21.59361
202,5821.52453,40375.99841,125.72592,5003.13683,144.97967,36.58086,7.84632
202,5847.35843,41695.40529,95.50674,1662.07914,156.6639,39.39451,14.68012
202,5903.33731,2557.39389,192.78711,3727.43115,110.40718,26.66621,17.40125
202,5844.22945,10746.1822,149.37761,4654.60042,156.26941,32.06947,10.2762
202,5890.24955,18663.70067,133.3481,2130.96263,128.16243,25.78763,14.40305
202,5906.58415,3653.60763,272.70384,6494.07389,146.63761,32.04819,23.58275
202,5916.02292,32154.48477,142.34705,3857.48251,136.65523,32.74755,11.46816
202,5946.15864,41376.3195,211.58321,5709.96265,115.32337,38.45897,19.46994
202,6028.01478,11756.69821,94.27388,1832.60723,208.0973,34.51907,11.50482
202,6034.75102,12350.24876,127.5974,6085.10747,228.41366,50.87189,9.07083
202,6095.75099,17546.69987,160.44932,6910.08205,127.30239,35.38212,8.80426
202,6038.52846,42227.64851,109.21723,6134.27084,141.38089,33.94722,4.69812
202,6101.56512,28616.75945,81.24337,771.532,126.069,25.46912,15.27851
202,6225.22134,50060.29989,121.46365,4261.16233,162.61729,43.07451,9.99247
202,6187.6881,4014.43735,196.11229,6385.63124,136.12995,37.07786,14.54886
202,6330.07252,9408.28551,122.40085,7195.88807,193.52754,49.76741,6.99018
202,6306.96709,14171.78211,174.13868,4608.83291,181.31227,35.3904,15.22634
202,6384.99813,37462.95138,175.12381,8777.07418,128.85173,60.29373,13.65482
202,6449.39933,12630.24972,41.16111,543.91852,273.01886,73.79336,19.12173
202,6410.97738,18402.69925,132.85891,4294.99301,140.01092,30.46668,8.51346
202,6390.03556,39906.9292,117.2531,3637.35814,140.03437,28.29404,7.42039
202,6438.87387,46031.69567,119.48555,3440.87311,140.69327,30.54343,8.66748
202,6456.74245,12969.05633,202.83018,4220.77431,178.55618,41.29045,25.87415
202,6433.60698,25490.69517,177.13319,2551.58307,95.23387,22.67228,18.35417
202,6491.94602,33547.55727,136.52332,2937.40025,147.11973,34.28455,14.41192
202,6470.50551,37774.85576,90.92914,2601.18093,193.95683,63.20303,13.61442
202,6589.61053,45208.06008,149.95797,3706.27186,120.55787,39.89373,15.86403
202,6505.91591,47120.82122,101.93277,1843.19811,145.55597,27.38486,10.65071
202,6491.42738,52351.74864,104.66809,1464.36687,142.33832,28.70927,14.57788
202,6597.62435,38592.62034,108.77484,4966.09034,180.63725,49.39471,7.97601
202,6623.37105,47921.01823,108.83976,1842.51728,129.80128,25.07096,11.07957
202,6663.02613,5981.31282,109.5457,1450.02386,134.0433,23.23267,13.15144
202,6640.57078,26667.09778,133.59968,1515.68115,105.61185,20.35538,16.11908
202,6675.94029,31645.81778,102.2516,1042.26847,141.91451,31.077,20.96378
202,6737.69832,34994.0783,134.98275,4450.6546,155.3779,38.3005,10.46013
202,6691.47442,44264.85854,129.44991,4336.02724,128.86214,38.40461,9.94229
202,6667.18064,49984.34639,687.15717,117883.12301,0.00002,46.14583,11.8859
202,6763.36501,1768.72884,121.84101,3137.2066,125.99107,25.23325,8.26547
202,6791.85767,3651.83296,85.28979,792.78836,154.08734,32.55231,20.50196
202,6763.89134,7292.68783,129.37829,1820.92903,154.15369,41.666,25.09017
202,6755.85972,36145.66077,140.22815,4655.30046,175.81901,38.87866,10.91234
202,6835.50991,5395.91537,110.74719,2259.50011,134.31159,30.73828,11.34101
202,6811.21568,11075.58934,107.29974,4329.70614,177.84187,39.46146,7.21339
202,6803.91739,12443.47171,209.05107,12334.11833,142.12957,60.03791,13.71746
202,6937.45421,14947.95596,233.97633,10761.10314,145.32673,50.36648,16.48036
202,6781.37242,31020.31796,118.6983,1589.29445,143.67698,33.16498,19.5262
202,6867.17909,42667.20123,148.88328,3048.9232,124.443,27.74349,13.42157
202,6809.12114,43762.93719,113.67203,2478.43008,162.30887,44.48649,15.43571
202,7029.48593,51197.34646,409.20219,36585.35131,51.16894,46.26412,13.60112
202,6877.43815,8920.40904,121.87088,3043.02072,152.03625,27.92376,9.31662
202,6796.11126,12508.11027,212.64258,10734.55823,159.93194,56.21947,15.25444
202,6898.2624,20721.09364,113.09012,2891.30527,114.23819,22.36524,7.02896
202,6919.9624,41885.63134,112.765,1564.05514,142.43964,26.35959,14.49613
202,6878.6115,45230.30939,166.47065,3587.27549,129.71461,32.89312,16.63671
202,6974.80623,1238.94114,103.77823,2138.0954,145.01792,29.94341,10.36015
202,6965.38312,2896.72825,136.77135,4157.93798,137.85918,37.94714,11.35407
202,6986.3318,40621.87727,89.00634,2157.3568,161.99243,31.83704,8.23106
202,6815.88624,43746.33742,99.72019,2026.09197,168.40164,41.64951,13.81829
202,7041.26864,30649.36004,95.91344,1897.10641,144.06211,36.41644,12.07316
202,7152.68496,49407.84833,191.31947,3994.74771,161.38767,36.11201,21.40971
202,7254.13109,32006.38085,196.73926,6397.99446,123.75244,37.49526,14.76747
202,7005.55778,35386.13521,443.75482,34599.05503,73.52806,40.33439,14.75654
202,7166.36859,39245.58222,172.80828,10415.77002,125.21907,63.26658,11.78229
202,7225.05908,3406.13304,82.89735,782.97445,157.49668,31.62129,19.16512
202,7233.75185,3994.54283,118.13744,3005.22602,131.97939,31.49034,9.93337
202,7344.69765,6518.11032,188.85346,10893.85434,115.91209,46.75188,10.02028
202,7221.9699,11248.80181,36.01051,379.04924,220.43282,47.12941,14.54409
202,7253.26363,14378.86038,125.4046,7272.28471,218.38489,50.93626,7.397
202,7285.71124,16823.76041,168.78001,6787.596,158.09277,37.60825,10.42909
202,7322.12559,33756.56126,104.57888,1401.08552,147.22867,24.92683,13.31787
202,7372.49859,51469.01853,150.15356,6993.82891,198.07856,46.62259,9.92714
202,7427.59372,52560.25154,206.32911,4675.40884,118.12937,28.16385,16.74495
202,7404.00777,4996.43762,133.75046,1458.42236,131.13335,23.35373,19.05648
202,7371.29446,15286.10361,251.01143,12276.4731,155.61732,44.64587,14.78099
202,7363.39649,26190.64809,112.78726,1209.1596,106.28961,19.59609,14.13092
202,7399.53489,36551.35489,95.50513,2367.04885,158.20819,28.82207,7.81859
202,7414.36665,38143.01799,317.98634,28502.97543,47.61544,51.45738,11.76007
202,7344.91693,50604.6353,224.09077,7070.79773,188.82717,42.07369,19.2435
202,7376.75921,50821.39411,165.31045,6047.79735,200.56273,45.73273,13.49544
202,7398.89053,15204.90623,218.43895,10660.58801,171.75074,53.04279,15.29758
202,7526.04203,17553.64929,141.87462,4146.02134,170.62471,33.95347,10.99391
202,7456.37797,29213.84376,101.22326,2210.76823,111.35634,23.5586,7.74523
202,7422.03615,38212.11827,236.23425,11064.17038,130.70116,47.73068,15.51238
202,7422.81787,11271.77285,291.86655,9388.50375,147.46389,38.94043,22.6257
202,7710.5527,7598.52047,114.03487,3681.96222,221.2766,39.96901,9.54069
202,7760.10507,3061.92146,130.31186,2143.56077,142.71737,29.19425,15.40438
202,7731.31499,12535.21845,133.75416,3546.77478,182.186,40.65422,13.56242
202,7837.71483,31006.98034,119.76397,5629.17438,142.56741,33.81103,5.98265
202,7957.1398,33003.21579,261.10502,14282.3711,117.26114,57.71263,17.63231
202,7841.84258,34336.34891,106.24132,3097.71151,190.29517,43.39103,10.68304
202,7803.93845,35595.3772,178.99618,3296.67737,131.3386,27.27309,17.37557
202,7862.08022,18192.57309,105.95114,2290.51192,151.98129,26.57717,9.04149
202,7912.25881,32226.23447,166.81145,10252.19841,154.01593,63.26446,11.17878
202,7964.05927,14035.69961,49.2243,420.76326,198.76043,33.05163,14.95642
202,8009.62791,29245.02127,101.87756,1290.69511,118.47246,21.13944,11.8187
202,8011.45213,35154.88899,169.29263,3004.7238,176.33828,32.15409,19.99394
202,8115.48894,17224.85609,98.83629,2030.51387,207.43438,50.26381,16.24845
202,8115.46148,33912.66266,116.01936,4535.28564,182.26539,52.57785,10.42065
202,8150.76478,33068.60435,221.3001,11107.66208,135.36396,58.05126,16.44601
202,8264.60267,36409.12318,168.83975,4100.71241,144.45535,34.6949,15.78238
202,8188.81199,37007.86529,106.39713,2452.76043,150.96439,29.25881,9.30954
202,8340.97272,38837.00904,83.34172,741.726,175.99744,30.58759,19.76584
202,8545.78329,13384.88972,278.80996,18141.26079,147.03568,48.14884,13.29615
202,8417.7482,17551.49163,107.36768,2614.24618,182.72545,54.94847,16.13155
202,8768.7676,13316.67059,552.20593,121094.03912,0.00001,61.84117,9.99233
202,8509.52306,15471.11445,107.94097,3688.90542,150.0907,38.712,8.35387
202,8772.1321,14685.13007,275.2048,17617.44722,135.82557,64.29199,17.65226
202,8641.00505,19377.18204,88.56745,1734.13522,135.31898,27.6058,8.83052
202,8594.54936,34280.62053,104.58315,1774.17645,175.58738,40.16393,16.60708
202,8660.17233,28743.67245,123.02447,1251.8046,121.73154,16.91735,14.04078
202,8621.07081,31940.03528,197.69119,4643.4527,133.90189,30.16055,16.56716
202,8691.17185,35952.90011,103.00067,1588.08896,178.99476,36.46176,16.39879
202,8750.74283,20094.62083,122.0783,3522.51804,149.84334,34.57009,9.87593
202,8741.21057,37901.76354,97.99967,2754.98683,168.89515,39.4358,9.42941
202,8846.16908,13184.80765,237.20911,20088.85977,129.95331,62.12516,11.22392
202,8806.0424,13235.27644,284.89441,26998.33774,119.82119,66.13544,12.7447
202,8954.90676,14626.92331,163.25932,9048.09431,196.81812,53.54867,10.33256
202,8976.61984,38634.33009,179.06287,8870.19808,149.48955,43.9133,10.4161
202,9013.90663,14425.63713,371.88651,23863.36899,123.70332,46.16353,17.12151
202,9262.79671,16705.6616,144.48033,11238.86314,124.12198,55.0163,6.80805
202,9272.04063,17203.14443,191.03034,5582.55638,141.65997,51.51109,21.67139
202,9344.04785,39854.41168,132.46504,2621.18079,161.10673,33.4732,14.86764
202,9475.82448,51669.11737,109.8823,3042.98909,160.08594,29.85276,8.18842
202,9702.36305,50570.35964,78.4439,714.73608,170.10973,31.78674,19.05716
202,9988.40788,38746.99142,101.04387,960.09583,122.61127,23.5305,17.06427
202,10292.72845,13428.54424,254.75026,16689.22797,124.35527,67.59323,16.80632
202,10023.96918,37879.25758,125.34957,4777.38504,129.60668,31.46357,7.11859
202,10198.67019,12516.35417,159.49369,3692.94268,107.59407,23.66212,10.98178
202,10284.13975,13328.39534,114.65356,5295.62382,179.60017,68.86062,11.34156
202,10249.23661,49208.33081,142.96984,1972.0437,116.70694,25.95405,17.81133
202,10322.34494,50849.18888,173.95013,6900.77504,164.0041,53.74598,15.27882
202,10350.16092,40581.23113,136.0575,4465.08558,100.87855,27.74226,7.8839
202,10353.21403,45896.12325,90.83003,1069.08242,135.78516,25.52813,13.66148
202,10516.45847,50048.02174,131.85199,3652.18769,124.81867,30.39464,9.77789
202,10664.15908,47836.87768,138.33136,2704.88908,135.94373,27.75132,13.12307
202,10683.10742,50866.82778,159.72172,6011.59393,188.93262,52.48161,14.50434
202,10747.26288,1838.4375,138.48727,2781.29497,186.62548,46.76722,21.05922
202,10761.53231,42369.93834,101.90302,1087.64882,114.36126,27.96437,18.06764
202,10857.78749,2113.07967,92.38025,1174.54827,220.12411,58.03605,28.30967
202,10857.49863,10891.13183,140.96395,1879.94451,121.0194,24.84652,17.43484
202,10875.31194,46376.80413,138.96541,4730.38683,123.28205,31.07526,8.59142
202,10956.00731,1636.48609,249.48001,7884.1618,120.39021,44.50335,22.50765
202,10965.4734,2368.93144,193.56743,7424.16405,140.16687,54.37345,17.68891
202,11087.7031,42794.91741,128.46606,3479.2464,112.94055,21.94658,7.31702
202,11077.55522,44778.5729,127.76834,3870.1347,125.72419,30.83736,8.84318
202,11049.97633,48543.62614,115.85272,6584.98628,123.45855,40.45605,5.69489
202,11133.46823,11342.04962,135.06913,2196.37416,113.94503,28.39127,15.67914
202,11159.1265,50261.95051,128.31803,1855.12764,146.57721,28.28603,16.71363
202,11525.43475,4666.33584,160.3494,5320.31871,203.9884,50.1588,15.77376
202,11605.9499,5522.12505,186.53359,8155.9253,164.18178,54.09201,14.93152
202,11442.93874,7042.80935,111.95419,2355.85441,204.12269,53.95342,19.00332
202,11500.84887,10909.06665,191.07154,4116.60481,118.00429,32.58268,18.78366
202,11371.83023,2027.51292,219.12782,6470.23697,112.80271,38.8731,18.62447
202,11520.93359,1222.89428,132.52962,1264.09808,121.49398,26.6929,24.45001
202,11435.25235,7646.46369,230.4577,9534.54569,119.37417,37.01522,13.41119
